CSS.Score,perfwhm,sigma,minfrac,mzabs,maxiso,CMP.Score,corval_eic,corval_exp,pval,mzabs
1228.156051,0.9795,1.82253,0.3,0.0002,3,1784.962783,0.75,0.75,0.05,0.0001
