CSS.Score,perfwhm,sigma,minfrac,mzabs,maxiso,CMP.Score,corval_eic,corval_exp,pval,mzabs
819.1025848,0.813858,2.83776,0.5,0.01,4,16005.45077,0.65,0.65,0.04,0.0004
