Peakwidth1,Peakwidth2,ppm,noise,snthresh,mzdiff,prefilter1,prefilter2,center,gapInit,bw,mzwid,minfrac
5,42.5,21.55,5000,10,0.01,5,10000,2,0.5,15,0.003,0.5
